Name,Date,Localitdad,Site_name,Transect,Microhabitat,Aux5,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments
2023.VER.Ensenada.T2Q11.JPG,,Veracruz,Ensenada,T2,,,,,,,,,,,,,
2023.VER.Ensenada.T2Q1.JPG,,Veracruz,Ensenada,T2,,,,,,,,,,,,,
2023.VER.Ensenada.T2Q2.JPG,,Veracruz,Ensenada,T2,,,,,,,,,,,,,
2023.VER.Ensenada.T2Q3.JPG,,Veracruz,Ensenada,T2,,,,,,,,,,,,,
2023.VER.Ensenada.T2Q4.JPG,,Veracruz,Ensenada,T2,,,,,,,,,,,,,
2023.VER.Ensenada.T2Q5.JPG,,Veracruz,Ensenada,T2,,,,,,,,,,,,,
2023.VER.Ensenada.T2Q6.JPG,,Veracruz,Ensenada,T2,,,,,,,,,,,,,
2023.VER.Ensenada.T2Q7.JPG,,Veracruz,Ensenada,T2,,,,,,,,,,,,,
2023.VER.Ensenada.T2Q8.JPG,,Veracruz,Ensenada,T2,,,,,,,,,,,,,
2023.VER.Ensenada.T2Q9.JPG,,Veracruz,Ensenada,T2,,,,,,,,,,,,,
2023.VER.EntradaValiente.T1Q10.JPG,,Veracruz,Entrada_Valiente,T1,,,,,,,,,,,,,
2023.VER.EntradaValiente.T1Q11.JPG,,Veracruz,Entrada_Valiente,T1,,,,,,,,,,,,,
2023.VER.EntradaValiente.T1Q1.JPG,,Veracruz,Entrada_Valiente,T1,,,,,,,,,,,,,
2023.VER.EntradaValiente.T1Q2.JPG,,Veracruz,Entrada_Valiente,T1,,,,,,,,,,,,,
2023.VER.EntradaValiente.T1Q3.JPG,,Veracruz,Entrada_Valiente,T1,,,,,,,,,,,,,
2023.VER.EntradaValiente.T1Q4.JPG,,Veracruz,Entrada_Valiente,T1,,,,,,,,,,,,,
2023.VER.EntradaValiente.T1Q5.JPG,,Veracruz,Entrada_Valiente,T1,,,,,,,,,,,,,
2023.VER.EntradaValiente.T1Q6.JPG,,Veracruz,Entrada_Valiente,T1,,,,,,,,,,,,,
2023.VER.EntradaValiente.T1Q7.JPG,,Veracruz,Entrada_Valiente,T1,,,,,,,,,,,,,
2023.VER.EntradaValiente.T1Q8.JPG,,Veracruz,Entrada_Valiente,T1,,,,,,,,,,,,,
2023.VER.EntradaValiente.T1Q9.JPG,,Veracruz,Entrada_Valiente,T1,,,,,,,,,,,,,
2023.VER.EntradaValiente.T2Q10.JPG,,Veracruz,Entrada_Valiente,T2,,,,,,,,,,,,,
2023.VER.EntradaValiente.T2Q11.JPG,,Veracruz,Entrada_Valiente,T2,,,,,,,,,,,,,
2023.VER.EntradaValiente.T2Q1.JPG,,Veracruz,Entrada_Valiente,T2,,,,,,,,,,,,,
2023.VER.EntradaValiente.T2Q2.JPG,,Veracruz,Entrada_Valiente,T2,,,,,,,,,,,,,
2023.VER.EntradaValiente.T2Q3.JPG,,Veracruz,Entrada_Valiente,T2,,,,,,,,,,,,,
2023.VER.EntradaValiente.T2Q4.JPG,,Veracruz,Entrada_Valiente,T2,,,,,,,,,,,,,
2023.VER.EntradaValiente.T2Q5.JPG,,Veracruz,Entrada_Valiente,T2,,,,,,,,,,,,,
2023.VER.EntradaValiente.T2Q6.JPG,,Veracruz,Entrada_Valiente,T2,,,,,,,,,,,,,
2023.VER.EntradaValiente.T2Q7.JPG,,Veracruz,Entrada_Valiente,T2,,,,,,,,,,,,,
2023.VER.EntradaValiente.T2Q8.JPG,,Veracruz,Entrada_Valiente,T2,,,,,,,,,,,,,
2023.VER.EntradaValiente.T2Q9.JPG,,Veracruz,Entrada_Valiente,T2,,,,,,,,,,,,,
2023.VER.Faro.T1Q10.JPG,,Veracruz,VRD-Faro,T1,,,,,,,,,,,,,
2023.VER.Faro.T1Q11.JPG,,Veracruz,VRD-Faro,T1,,,,,,,,,,,,,
2023.VER.Faro.T1Q1.JPG,,Veracruz,VRD-Faro,T1,,,,,,,,,,,,,
2023.VER.Faro.T1Q2.JPG,,Veracruz,VRD-Faro,T1,,,,,,,,,,,,,
2023.VER.Faro.T1Q3.JPG,,Veracruz,VRD-Faro,T1,,,,,,,,,,,,,
2023.VER.Faro.T1Q4.JPG,,Veracruz,VRD-Faro,T1,,,,,,,,,,,,,
2023.VER.Faro.T1Q5.JPG,,Veracruz,VRD-Faro,T1,,,,,,,,,,,,,
2023.VER.Faro.T1Q6.JPG,,Veracruz,VRD-Faro,T1,,,,,,,,,,,,,
2023.VER.Faro.T1Q7.JPG,,Veracruz,VRD-Faro,T1,,,,,,,,,,,,,
2023.VER.Faro.T1Q8.JPG,,Veracruz,VRD-Faro,T1,,,,,,,,,,,,,
2023.VER.Faro.T1Q9.JPG,,Veracruz,VRD-Faro,T1,,,,,,,,,,,,,
2023.VER.Faro.T2Q10.JPG,,Veracruz,VRD-Faro,T2,,,,,,,,,,,,,
2023.VER.Faro.T2Q11.JPG,,Veracruz,VRD-Faro,T2,,,,,,,,,,,,,
2023.VER.Faro.T2Q1.JPG,,Veracruz,VRD-Faro,T2,,,,,,,,,,,,,
2023.VER.Faro.T2Q2.JPG,,Veracruz,VRD-Faro,T2,,,,,,,,,,,,,
2023.VER.Faro.T2Q3.JPG,,Veracruz,VRD-Faro,T2,,,,,,,,,,,,,
2023.VER.Faro.T2Q4.JPG,,Veracruz,VRD-Faro,T2,,,,,,,,,,,,,
2023.VER.Faro.T2Q5.JPG,,Veracruz,VRD-Faro,T2,,,,,,,,,,,,,
2023.VER.Faro.T2Q6.JPG,,Veracruz,VRD-Faro,T2,,,,,,,,,,,,,
2023.VER.Faro.T2Q7.JPG,,Veracruz,VRD-Faro,T2,,,,,,,,,,,,,
2023.VER.Faro.T2Q8.JPG,,Veracruz,VRD-Faro,T2,,,,,,,,,,,,,
2023.VER.Faro.T2Q9.JPG,,Veracruz,VRD-Faro,T2,,,,,,,,,,,,,
2023.VER.Valiente_pastos_T1Q10.JPG,,Veracruz,Valiente_pastos,T1,,,,,,,,,,,,,
2023.VER.Valiente_pastos_T1Q1.JPG,,Veracruz,Valiente_pastos,T1,,,,,,,,,,,,,
2023.VER.Valiente_pastos_T1Q2.JPG,,Veracruz,Valiente_pastos,T1,,,,,,,,,,,,,
2023.VER.Valiente_pastos_T1Q3.JPG,,Veracruz,Valiente_pastos,T1,,,,,,,,,,,,,
2023.VER.Valiente_pastos_T1Q4.JPG,,Veracruz,Valiente_pastos,T1,,,,,,,,,,,,,
2023.VER.Valiente_pastos_T1Q5.JPG,,Veracruz,Valiente_pastos,T1,,,,,,,,,,,,,
2023.VER.Valiente_pastos_T1Q6.JPG,,Veracruz,Valiente_pastos,T1,,,,,,,,,,,,,
2023.VER.Valiente_pastos_T1Q7.JPG,,Veracruz,Valiente_pastos,T1,,,,,,,,,,,,,
2023.VER.Valiente_pastos_T1Q8.JPG,,Veracruz,Valiente_pastos,T1,,,,,,,,,,,,,
2023.VER.Valiente_pastos_T1Q9.JPG,,Veracruz,Valiente_pastos,T1,,,,,,,,,,,,,
2023.VER.ValientePastos_T2Q10.JPG,,Veracruz,Valiente_pastos,T2,,,,,,,,,,,,,
2023.VER.ValientePastos_T2Q11.JPG,,Veracruz,Valiente_pastos,T2,,,,,,,,,,,,,
2023.VER.ValientePastos_T2Q1.JPG,,Veracruz,Valiente_pastos,T2,,,,,,,,,,,,,
2023.VER.ValientePastos_T2Q2.JPG,,Veracruz,Valiente_pastos,T2,,,,,,,,,,,,,
2023.VER.ValientePastos_T2Q3.JPG,,Veracruz,Valiente_pastos,T2,,,,,,,,,,,,,
2023.VER.ValientePastos_T2Q4.JPG,,Veracruz,Valiente_pastos,T2,,,,,,,,,,,,,
2023.VER.ValientePastos_T2Q5.JPG,,Veracruz,Valiente_pastos,T2,,,,,,,,,,,,,
2023.VER.ValientePastos_T2Q6.JPG,,Veracruz,Valiente_pastos,T2,,,,,,,,,,,,,
2023.VER.ValientePastos_T2Q7.JPG,,Veracruz,Valiente_pastos,T2,,,,,,,,,,,,,
2023.VER.ValientePastos_T2Q8.JPG,,Veracruz,Valiente_pastos,T2,,,,,,,,,,,,,
2023.VER.ValientePastos_T2Q9.JPG,,Veracruz,Valiente_pastos,T2,,,,,,,,,,,,,
